Profile Profile,Stage Name Stage Name,Full Name Full Name,Korean Name Korean Name,K. Stage Name K. Stage Name,Date of Birth Date of Birth,Group Group,Country Country,Second Country Second Country,Height Height,Weight Weight,Birthplace Birthplace,Other Group Other Group,Former Group Former Group,Gender Gender,Position Position,Instagram Instagram,Twitter Twitter
,Kwanghee,Hwang Kwanghee,???,??,32380,ZE:A,South Korea,,0,0,Paju,,,M,,,
,Siwan,Yim Siwan,???,??,32478,ZE:A,South Korea,,0,0,Busan,,,M,,,
,Lee Hoo,Moon Junyoung,???,,32548,ZE:A,South Korea,,0,0,Seoul,,,M,,,
,Taeheon,Kim Taeheon,???,??,32677,ZE:A,South Korea,,0,0,Gwangju,,,M,,,
,Heechul,Jung Heechul,???,??,32851,ZE:A,South Korea,,0,0,Jeju,,,M,,,
,Minwoo,Ha Minwoo,???,??,33122,ZE:A,South Korea,,0,0,Yangsan,,,M,,,
,Hyungsik,Park Hyungsik,???,??,33558,ZE:A,South Korea,,0,0,Yongin,,,M,,,
,Dongjun,Kim Dongjun,???,??,33645,ZE:A,South Korea,,0,0,Busan,,,M,,,
,Shownu,Son Hyunwoo,???,??,33773,MONSTA X,South Korea,,0,0,,,,M,,,
,Wonho,Shin Hoseok,???,??,34029,,South Korea,,0,0,Anyang,,MONSTA X,M,,,
,Minhyuk,Lee Minhyuk,???,??,34276,MONSTA X,South Korea,,0,0,,,,M,,,
,Kihyun,Yoo Kihyun,???,??,34295,MONSTA X,South Korea,,0,0,Goyang,,,M,,,
,Hyungwon,Chae Hyungwon,???,??,34349,MONSTA X,South Korea,,0,0,Gwangju,,,M,,,
,Jooheon,Lee Jooheon,???,??,34613,MONSTA X,South Korea,,0,0,Daegu,,,M,,,
,I.M,Lim Changkyun,???,???,35090,MONSTA X,South Korea,,0,0,Gwangju,,,M,,,
,Rain,Jung Jihoon,???,?,30127,,South Korea,,0,0,Seosan,,,M,,,
,PSY,Park Jaesang,???,??,28490,,South Korea,,0,0,Seoul,,,M,,,
,Gunwoo,Lee Gunwoo,???,??,32538,MYNAME,South Korea,,0,0,Daejeon,,,M,,,
,Insoo,Kang Insoo,???,??,32212,MYNAME,South Korea,,0,0,Suwon,,,M,,,
,Seyong,Kim Seyong,???,??,33562,MYNAME,South Korea,,0,0,Busan,,,M,,,
,JunQ,Kang Junkyu,???,??,34190,MYNAME,South Korea,,0,0,Uljeongbu,,,M,,,
,Chaejin,Chae Jinseok,???,??,35059,MYNAME,South Korea,,0,0,Seoul,,,M,,,
,Chungha,Kim Chungha,???,??,35104,,South Korea,,0,0,Dallas,,I.O.I,F,,,
,Sohye,Kim Sohye,???,??,36360,,South Korea,,0,0,Seoul,,I.O.I,F,,,
Profile,Yoojung,Choi Yoojung,???,??,36476,Weki Meki,South Korea,,0,0,Guri,"I.O.I, WJMK",,F,,,
Profile,Doyeon,Kim Doyeon,???,??,36498,Weki Meki,South Korea,,0,0,Incheon,"I.O.I, WJMK",,F,,,
,Somi,Jeon Somi,???,??,36959,,South Korea,Canada,0,0,Ontario,,I.O.I,F,,,
,Jinu,Kim Jinwoo,???,??,33507,WINNER,South Korea,,0,0,Imja,,,M,,,
,Hoony,Lee Seunghoon,???,??,33614,WINNER,South Korea,,0,0,Busan,,,M,,,
,Yoon,Kang Seungyoon,???,??,34355,WINNER,South Korea,,0,0,Busan,,,M,,,
,Mino,Song Minho,???,??,34058,WINNER,South Korea,,0,0,Yongin,,,M,,,
,Taehyun,Nam Taehyun,???,??,34464,,South Korea,,0,0,Hanam,,WINNER,M,,,
,B.I,Kim Hanbin,???,???,35360,,South Korea,,0,0,Goyang,,iKON,M,,,
,Jay,Kim Jinhwan,???,??,34372,iKON,South Korea,,0,0,Jeju,,,M,,,
,Song,Song Yunhyeong,???,?,34738,iKON,South Korea,,0,0,,,,M,,,
,Bobby,Kim Jiwon,???,??,35054,iKON,South Korea,USA,0,0,Seoul,,,M,,,
,DK,Kim Donghyuk,???,???,35433,iKON,South Korea,,0,0,,,,M,,,
,Ju-ne,Koo Junhoe,???,??,35520,iKON,South Korea,,0,0,Seoul,,,M,,,
,Chan,Jung Chanwoo,???,?,35821,iKON,South Korea,,0,0,Yongin,,,M,,,
,I,Cha Yoonji,???,??,35401,,South Korea,,0,0,Busan,,,F,,,
,Jae,Park Jaehyung,???,??,33862,DAY6,South Korea,"Argentina,USA",0,0,Buenos Aires,,,M,"Guitarist, Voca;",,
,Sungjin,Park Sungjin,???,??,33985,DAY6,South Korea,,0,0,,,,M,Guitarist,,
,Young K,Kang Young-hyun,???,???,34322,DAY6,South Korea,Canada,0,0,,,,M,Bassist,,
,Wonpil,Kim Wonpil,???,??,34452,DAY6,South Korea,,0,0,,,,M,Keyboardist,,
,Dowoon,Yoon Dowoon,???,??,34936,DAY6,South Korea,,0,0,,,,M,Drummer,,
,Junhyeok,Kim Junhyeok,???,??,34167,,South Korea,,0,0,,,DAY6,M,Keyboardist,,
,Yonghwa,Jung Yonghwa,???,??,32681,CNBLUE,South Korea,,0,0,Seoul,,,M,Vocal,,
,Jonghyun,Lee Jonghyun,???,??,33008,CNBLUE,South Korea,,0,0,Busan,,,M,Guitarist,,
,Minhyuk,Kang Minhyuk,???,??,33417,CNBLUE,South Korea,,0,0,Ilsan,,,M,Drummer,,
,Jungshin,Lee Jungshin,???,??,33496,CNBLUE,South Korea,,0,0,,,,M,Bassist,,
,Jonghoon,Choi Jonghoon,???,??,32939,FTISLAND,South Korea,,0,0,Seoul,,,M,Guitarist,,
,Honggi,Lee Honggi,???,??,32934,FTISLAND,South Korea,,0,0,Gwangju,,,M,Vocal,,
,Jaejin,Lee Jaejin,???,??,33589,FTISLAND,South Korea,,0,0,Cheongju,,,M,Bassist,,
,Seunghyun,Song Seungyun,???,??,33837,FTISLAND,South Korea,,0,0,Seoul,,,M,Guitarist,,
,Minhwan,Choi Minhwan,???,??,33919,FTISLAND,South Korea,,0,0,Seoul,,,M,Drummer,,
,Kwangjin,Kwon Kwangjin,???,??,33828,N.Flying,South Korea,,0,0,Seoul,,CNBLUE,M,Bassist,,
,Seunghyub,Lee Seunghyub,???,??,33908,N.Flying,South Korea,,0,0,Daegu,,,M,Vocal,,
,Cha Hoon,Cha Hoon,??,??,34527,N.Flying,South Korea,,0,0,Seoul,,,M,Guitar,,
,Jaehyun,Kim Jaehyun,???,??,34530,N.Flying,South Korea,,0,0,Seoul,,,M,Drummer,,
,Inseong,Kim Inseong,???,??,34162,SF9,South Korea,,0,0,,,,M,,,
,Youngbin,Kim Youngbin,???,??,34296,SF9,South Korea,,0,0,,,,M,,,
,Jaeyoon,Lee Jaeyoon,???,??,34555,SF9,South Korea,,0,0,,,,M,,,
,Dawon,Lee Sanghyuk,???,??,34904,SF9,South Korea,,0,0,,,,M,,,
,Zuho,Bae Juho,???,??,35250,SF9,South Korea,,0,0,,,,M,,,
,Rowoon,Kim Seokwoo,???,??,35284,SF9,South Korea,,0,0,,,,M,,,
,Taeyang,Yoo Taeyang,???,??,35489,SF9,South Korea,,0,0,,,,M,,,
,Hwiyoung,Kim Youngkyun,???,??,36291,SF9,South Korea,,0,0,,,,M,,,
,Chani,Kang Chanhee,???,??,36542,SF9,South Korea,,0,0,,,,M,,,
,Johyun,Shin Jiwon,???,??,35169,Berry Good,South Korea,,0,0,,,,F,,,
Profile,Serri,Park Miyeon,???,??,33132,Dal Shabet,South Korea,,0,0,Seoul,,,F,,,
Profile,Ahyoung,Cho Jayoung,???,??,33384,Dal Shabet,South Korea,,0,0,Seoul,,,F,,,
Profile,Woohee,Bae Woohee,???,??,33563,Dal Shabet,South Korea,,0,0,Busan,UNI.T,,F,,,
Profile,Subin,Park Subin,???,??,34377,Dal Shabet,South Korea,,0,0,Gwangju,,,F,,,
,Jiyul,Yang Jungyoon,???,??,33449,,South Korea,,0,0,Seoul,,Dal Shabet,F,,,
,Gaeun,Cho Kaeun,???,??,33813,,South Korea,,0,0,Changwon,,Dal Shabet,F,,,
,Viki,Kang Eunhye,???,??,32230,,South Korea,,0,0,Seoul,,Dal Shabet,F,,,
,Haeri,Lee Haeri,???,??,31092,Davichi,South Korea,,0,0,Seoul,,,F,,,
,Minkyung,Kang Minkyung,???,??,33088,Davichi,South Korea,,0,0,Goyang,,,F,,,
,Sulli†,Choi Jinri,???,??,34422,,South Korea,,0,0,Busan,,f(x),F,,,
,Ashley,Ashley Choi,??? ?,???,33551,Ladies' Code,South Korea,USA,0,0,Incheon,,,F,,,
,Sojung,Lee Sojung,???,??,34215,Ladies' Code,South Korea,,0,0,Wonju,,,F,,,
,Zuny,Kim Joomi,???,??,34676,Ladies' Code,South Korea,,0,0,Gwangju,,,F,,,
,Yunji,Lee Yunji,???,??,33698,Playback,South Korea,,0,0,,,,F,,,
,Hayoung,Lee Hayoung,???,??,34184,Playback,South Korea,,0,0,,,,F,,,
,Yujin,Seo Yoojin,???,??,34503,Playback,South Korea,,0,0,,,,F,,,
,Woolim,Hwang Woolim,???,??,35306,Playback,South Korea,,0,0,,,,F,,,
,Red,Lee Heejin,???,??,33429,Pungdeng-E,South Korea,,163,0,Daegu,,,F,,,
,Yellow,Kim Eunbi,???,??,34094,Pungdeng-E,South Korea,,156,0,Seoul,,,F,,,
,Blue,Jung Gahee,???,??,34352,Pungdeng-E,South Korea,,161,0,Gwangju,,,F,,,
,Jaekyung,Kim Jaekyung,???,??,32501,Rainbow,South Korea,,168,45,Seoul,Rainbow Blaxx,,F,,,
,Woori,Go Woori,???,??,32195,Rainbow,South Korea,,165,44,Jeonju,Rainbow Blaxx,,F,,,
,Seungah,Oh Seungah,???,??,32399,Rainbow,South Korea,,167,45,Seoul,"Rainbow Blaxx, Rainbow Pixie",,F,,,
,Noeul,No Eul,??,??,32638,Rainbow,South Korea,,164,44,Jeonju,,,F,,,
,Yoonhye,Jung Yoonhye,???,??,32977,Rainbow,South Korea,,166,47,Daejeon,,,F,,,
,Jisook,Kim Jisook,???,??,33072,Rainbow,South Korea,,164,41,Suwon,Rainbow Pixie,,F,,,
,Hyunyoung,Cho Hyunyoung,???,??,33461,Rainbow,South Korea,,160,41,Seoul,"Rainbow Blaxx, Rainbow Pixie",,F,,,
,J-Hoon,Lim Junghoon,???,???,33069,B.I.G,South Korea,,172,62,Seoul,,,M,,,
,Benji,Baek Jaewook,???,??,33727,B.I.G,USA,South Korea,183,72,Indianapolis,,,M,,,
,Gunmin,Lee Gunmin,???,??,34610,B.I.G,South Korea,,177,64,Gangwon,,,M,,,
,Minpyo,Gook Minpyo,???,??,34653,B.I.G,South Korea,,173,57,Gwangju,,,M,,,
,Heedo,Yoon Heedo,???,??,35177,B.I.G,South Korea,,180,60,Seoul,,,M,,,
Profile,Vivi,Wong Viian,???,??,35408,LOONA,Hong Kong,,0,0,Hong Kong,Loona 1/3,,F,,,
,Minjae,Shin Minjae,???,??,33463,Tahiti,South Korea,,0,0,Busan,,,F,,,
,Miso,Park Miso,???,??,33332,Tahiti,South Korea,,0,0,Gwangju,,,F,,,
,Jerrry,Ahn Sohyun,???,??,33843,Tahiti,South Korea,,0,0,Seoul,,,F,,,
,Jisoo,Shin Jisoo,???,??,34393,Tahiti,South Korea,,0,0,Chuncheon,,,F,,,
,Ari,Kim Sunyoung,???,??,34630,Tahiti,South Korea,,0,0,Daegu,,,F,,,
,Sihyun,Park Sihyun,???,??,31745,SPICA,South Korea,,0,0,,SPICA-S,SPICA,F,,,
,Boa,Kim Boah,???,??,31791,KEEMBO,South Korea,,0,0,,,SPICA,F,,,
,Narae,Park Narae,???,??,32196,SPICA,South Korea,,0,0,Incheon,SPICA-S,SPICA,F,,,
,Jiwon,Yang Jiwon,???,??,32238,UNI.T,South Korea,,0,0,Seoul,SPICA-S,SPICA,F,,,
,Bohyung,Kim Bohyung,???,??,33328,KEEMBO,South Korea,,0,0,,SPICA-S,SPICA,F,,,
Profile,Gayoung,Kim Gayoung,???,??,33574,Stellar,South Korea,,0,0,Seoul,,,F,,,
Profile,Minhee,Joo Minhee,???,??,33972,Stellar,South Korea,,0,0,Seoul,,,F,,,
Profile,Hyeoeun,Lee Hyoeun,???,??,34044,Stellar,South Korea,,0,0,Seoul,,,F,,,
Profile,Jeonyul,Jeon Yuri,???,??,34413,Stellar,South Korea,,0,0,Seoul,,,F,,,
,Jiyou,Im Changsook,???,??,32674,Two X,South Korea,,0,0,,,,F,,,
,Eun,Choi Eunmi,???,?,33007,Two X,South Korea,,0,0,,,,F,,,
,Surin,Kim Surin,???,??,33599,Two X,South Korea,,0,0,,,,F,,,
,Eunyoung,Joo Eunyoung,???,??,33767,Two X,South Korea,,0,0,,,,F,,,
,Nari,Kim Nari,???,??,33882,Wassup,South Korea,,0,0,,,,F,,,
,Jiae,Kim Jiae,???,??,35003,Wassup,South Korea,,0,0,,,,F,,,
,Sujin,Bang Sujin,???,??,35242,Wassup,South Korea,,0,0,,,,F,,,
,Woojoo,Kim Woojoo,???,??,35289,Wassup,South Korea,,0,0,,,,F,,,
,Jinju,Park Jinju,???,??,32991,,South Korea,,0,0,,,Wassup,F,,,
,Dain,Song Jieun,???,??,33049,,South Korea,,0,0,,,Wassup,F,,,
,Nada,Yoon Yejin,???,??,33382,,South Korea,,0,0,,,Wassup,F,,,
,Minwoo†,Seo Minwoo,???,??,31086,100%,South Korea,,0,0,Daegu,,,M,,,
,Rokhyun,Kim Rokhyun,???,??,33279,100%,South Korea,,0,0,Suncheon,,,M,,,
,Jonghwan,Jo Jonghwan,???,??,33931,100%,South Korea,,0,0,Seoul,,,M,,,
,Chanyong,Kim Chanyong,???,??,34088,100%,South Korea,,0,0,Suwon,,,M,,,
,Hyukjin,Jang Hyukjin,???,??,34323,100%,South Korea,,0,0,Busan,,,M,,,
,Sanghoon,Lee Sanghoon,???,??,34326,,South Korea,,0,0,Cheongju,,100%,M,,,
,Changbum,Woo Changbum,???,??,34249,,South Korea,,0,0,Sokcho,,100%,M,,,
,Cory,Hong Joohyung,???,??,33202,24K,South Korea,USA,175,58,Daegu,,,M,,,
,Sungoh,Yoo Sungoh,???,??,33246,,South Korea,,0,0,,,24K,M,,,
,Kisu,Choi Kisu,???,??,33148,24K,South Korea,,179,60,Seoul,,,M,,,
,Daeil,Kim Daeil,???,??,33734,,South Korea,,0,0,Busan,,24K,M,,,
,Jeonguk,Kim Jeonguk,???,??,34048,24K,South Korea,,178,58,Busan,,,M,,,
,Hui,Liang Hui,??,??,34898,24K,China,,178,58,,,,M,,,
,Changsun,Lee Changsun,???,??,35141,24K,South Korea,,179,58,,,,M,,,
,Jinhong,Kim Jinhong,???,??,35797,24K,South Korea,,180,53,Seoul,,,M,,,
,Hongseob,Shim Hongseob,???,??,35803,24K,South Korea,,177,58,,,,M,,,
,Onejunn,Jo Wonjun,???,??,32469,Boys Republic,South Korea,,179,61,Changwon,,,M,,,
,Sunwoo,Choi Sunwoo,???,??,33675,Boys Republic,South Korea,,183,65,Seoul,,,M,,,
,Sungjun,Park Sungjun,???,??,33955,Boys Republic,South Korea,,175,55,Ansan,,,M,,,
,Minsu,Park Minsu,???,??,34074,Boys Republic,South Korea,,172,55,Gwangju,,,M,,,
,Suwoong,Lee Suwoong,???,??,34719,Boys Republic,South Korea,,174,56,,,,M,,,
Profile,JB,Im Jaebum,???,???,34340,GOT7,South Korea,,179,63,Goyang,,,M,,,
Profile,Mark,Mark Yien Tuan,?? ?? ??,??,34216,GOT7,USA,Taiwan,175,59,Los Angeles,,,M,,,
Profile,Jackson,Jackson Wang,?? ?,??,34421,GOT7,Hong Kong,,174,63,Hong Kong,,,M,,,
Profile,Jinyoung,Park Jinyoung,???,??,34599,GOT7,South Korea,,178,63,Changwon,,,M,,,
Profile,Youngjae,Choi Youngjae,???,??,35325,GOT7,South Korea,,175,59,Mokpo,,,M,,,
Profile,BamBam,Kunpimook Bhuwakul,??? ???,??,35552,GOT7,Thailand,,170,52,Bangkok,,,M,,,
Profile,Yugyeom,Kim Yugyeom,???,??,35751,GOT7,South Korea,,180,64,Namyangju,,,M,,,
,Aron,Kwak Youngmin,???,??,34110,NU'EST,South Korea,USA,0,0,California,NU'EST W,,M,,,
,JR,Kim Jonghyun,???,???,34858,NU'EST,South Korea,,0,0,Gangwon,NU'EST W,,M,,,
,Baekho,Kang Dongho,???,??,34901,NU'EST,South Korea,,0,0,Jeju,NU'EST W,,M,,,
,Minhyun,Hwang Minhyun,???,??,34920,NU'EST,South Korea,,0,0,Busan,NU'EST,Wanna One,M,,,
,Ren,Choi Minki,???,?,35006,NU'EST,South Korea,,0,0,Busan,NU'EST W,,M,,,
,Junhyuk,Choi Junhyuk,???,??,33715,HOTSHOT,South Korea,,0,0,Ulsan,,,M,,,
,Timoteo,Kim Moongyu,???,????,33994,HOTSHOT,South Korea,,0,0,,,,M,,,
,Taehyun,Noh Taehyun,???,??,34257,HOTSHOT,South Korea,,0,0,Seoul,JBJ,,M,,,
,Sungwoon,Ha Sungwoon,???,??,34415,Wanna One,South Korea,,0,0,Goyang,HOTSHOT,,M,,,
,Yoonsan,Yoon Sanghyuk,???,??,34568,HOTSHOT,South Korea,,0,0,,,,M,,,
,Hojung,Go Hojung,???,??,34627,HOTSHOT,South Korea,,0,0,,,,M,,,
,Jisung,Yoon Jisung,???,??,33305,Wanna One,South Korea,,0,0,Wonju,,,M,,,
,Seongwu,Ong Seunwu,???,??,34936,Wanna One,South Korea,,0,0,Incheon,,,M,,,
,Jaehwan,Kim Jaehwan,???,??,35212,Wanna One,South Korea,,0,0,Seoul,,,M,,,
,Daniel,Kang Daniel,????,???,35409,Wanna One,South Korea,,0,0,Busan,,,M,,,
,Jihoon,Park Jihoon,???,??,36309,Wanna One,South Korea,,0,0,Masan,,,M,,,
,Woojin,Park Woojin,???,??,36466,AB6IX,South Korea,,0,0,Busan,,Wanna One,M,,,
Profile,Jinyoung,Bae Jinyoung,???,??,36656,CIX,South Korea,,0,0,Seoul,,Wanna One,M,,,
,Daehwi,Lee Daehwi,???,??,36920,AB6IX,South Korea,,0,0,Seoul,,Wanna One,M,,,
,Lai Kuanlin,Lai Kuanlin,????,????,37157,Wanna One,Taiwan,,0,0,New Taipei,,,M,,,
,Jueun,Lee Jooeun,???,??,34887,DIA,South Korea,,0,0,Suwon,BinChaenHyunSeuS,,F,,,
,Somyi,Ahn Somyi,???,??,36551,DIA,South Korea,,0,0,Changwon,L.U.B,,F,,,
Profile,Daisy,Yoo Jeongahn,???,???,36182,,South Korea,,0,0,Seoul,,MOMOLAND,F,,,
Profile,Taeha,Kim Taeha,???,??,35949,,South Korea,,0,0,Jeonju,,MOMOLAND,F,,,
,Hyojin,Kim Hyojin,???,??,34446,ONF,South Korea,,0,0,Seoul,,,M,,,
,E-tion,Lee Changyoon,???,??,34692,ONF,South Korea,,0,0,Jeonju,,,M,,,
,J-Us,Lee Seungjoon,???,????,34712,ONF,South Korea,,0,0,Seoul,,,M,,,
,Wyatt,Shim Jaeyoung,???,???,34722,ONF,South Korea,,0,0,Seoul,,,M,,,
,MK,Park Minkyun,???,???,35019,ONF,South Korea,,0,0,Ilsan,,,M,,,
,U,Mizuguchi Yuto,???? ??,?,36235,ONF,Japan,,0,0,Osaka,,,M,,,
,Laun,Kim Minseok,???,??,36384,,South Korea,,0,0,Seongsan,,ONF,M,,,
,Donghun,Lee Donghun,???,??,34104,A.C.E,South Korea,,0,0,Suncheon,,,M,,,
,Wow,Kim Seyoon,???,??,34028,A.C.E,South Korea,,0,0,Gyeonggi,,,M,,,
,Jun,Park Junhee,???,?,34487,A.C.E,South Korea,,0,0,Jeolla,,,M,,,
,Jason,Kim Byeongkwan,???,???,35290,A.C.E,South Korea,,0,0,Seoul,,,M,,,
,Chan,Kang Yoochan,???,?,35795,A.C.E,South Korea,,0,0,Jeju,UNB,,M,,,
Profile,Suyeon,Ji Suyeon,???,??,35540,Weki Meki,South Korea,,0,0,,,,F,,,
Profile,Elly,Jung Haerim,???,??,35996,Weki Meki,South Korea,,0,0,,,,F,,,
Profile,Sei,Lee Seojung,???,??,36532,Weki Meki,South Korea,,0,0,,,,F,,,
Profile,Lua,Kim Sookyung,???,??,36805,Weki Meki,South Korea,,0,0,,,,F,,,
Profile,Rina,Kang Soeun,???,??,37161,Weki Meki,South Korea,,0,0,,,,F,,,
Profile,Lucy,Noh Hyojung,???,??,37499,Weki Meki,South Korea,,0,0,Goyang,,,F,,,
,Hweseung,Yoo Hweseung,???,??,34758,N.Flying,South Korea,,0,0,,,,M,,,
Profile,Kim Lip,Kim Jungeun,???,??,36201,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
Profile,JinSoul,Jung Jinsol,???,??,35594,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
Profile,Choerry,Choi Yerim,???,??,37046,LOONA,South Korea,,0,0,,Loona Odd Eye Circle,,F,,,
Profile,Do-A,Choi Yuna,???,??,36193,ALICE,South Korea,,0,0,,,,F,,,
Profile,Yeonje,Yang Yeonje,???,??,36448,ALICE,South Korea,,0,0,,,,F,,,
Profile,Yukyung,Lee Yukyung,???,??,36469,ALICE,South Korea,,0,0,,,,F,,,
Profile,Sohee,Kim Sohee,???,??,36525,ALICE,South Korea,,0,0,,,,F,,,
Profile,Karin,Min Karin,???,??,37261,ALICE,South Korea,,0,0,,,,F,,,
,Rui,Watanabe Rui,???? ??,??,34615,H.U.B,Japan,,0,0,,,N-Bulance,F,,,
,Gracie,Kim Gaeun,???,????,35366,H.U.B,South Korea,,0,0,,,,F,,i.m_gracie,
,Yuem,Park Subin,???,??,35424,H.U.B,South Korea,,0,0,,,,F,,,
,Hyosun,Lim Hyosun,???,??,35986,H.U.B,South Korea,,170,54,,,Kiwi Band,F,,,
,Keina,Lee Yoona,???,???,36203,H.U.B,South Korea,,0,0,,,,F,,,
,Hyunseo,Go Hyunseo,???,??,36328,,South Korea,,0,0,,,G-reyish,F,,,
,Shinyoung,Park Shinyoung,???,??,36604,G-reyish,South Korea,,0,0,,,,F,,,
,Yena,Jeong Yena,???,??,36626,G-reyish,South Korea,,0,0,,,,F,,,
,Yeso,Lee Yeso,???,??,37208,G-reyish,South Korea,,0,0,,,,F,,,
,Haeri,Jung Haeri,???,??,35444,P.O.P,South Korea,,0,0,Seoul,,,F,,,
,Ahyung,Kang Ahyoung,???,??,35304,P.O.P,South Korea,,0,0,Pohang,,,F,,,
,Miso,Park Jihyun,???,??,35324,P.O.P,South Korea,,0,0,Busan,,,F,,,
,Seol,Min Jihye,???,?,35431,P.O.P,South Korea,,0,0,Gunsan,,,F,,,
,Yeonjoo,Song Yeonjoo,???,??,35607,P.O.P,South Korea,,0,0,Ansan,,,F,,,
,Yeonha,Ahn Yeonji,???,??,36665,P.O.P,South Korea,,0,0,Yeondong,,,F,,,
,Daeyeol,Lee Daeyeol,???,??,34011,Golden Child,South Korea,,0,0,Yongin,,,M,,,
,Y,Choi Sungyoon,???,??,34911,Golden Child,South Korea,,0,0,,,,M,,,
,Jaeseok,Park Jaeseok,???,??,35023,,South Korea,,0,0,,,Golden Child,M,,,
,Jangjun,Lee Jangjun,???,??,35492,Golden Child,South Korea,,0,0,,,,M,,,
,TAG,Son Youngtaek,???,??,35898,Golden Child,South Korea,,0,0,,,,M,,,
,Seungmin,Bae Seungmin,???,??,36081,Golden Child,South Korea,,0,0,,,,M,,,
,Jaehyun,Bong Jaehyun,???,??,36164,Golden Child,South Korea,,0,0,,,,M,,,
,Jibeom,Kim Jibeom,???,??,36194,Golden Child,South Korea,,0,0,,,,M,,,
,Donghyun,Kim Donghyun,???,??,36214,Golden Child,South Korea,,0,0,,,,M,,,
,Joochan,Hong Joochan,???,??,36372,Golden Child,South Korea,,0,0,,,,M,,,
,Bomin,Choi Bomin,???,??,36762,Golden Child,South Korea,,0,0,,,,M,,,
,Jinhoo,Kim Jinwook,???,??,34913,UP10TION,South Korea,,0,0,Changwon,,,M,,,
,Kuhn,Noh Sooil,???,?,35014,UP10TION,South Korea,,0,0,Ansan,,,M,,,
,Kongyeol,Go Minsoo,???,??,35204,UP10TION,South Korea,,0,0,Bucheon,,,M,,,
,Wei,Lee Sungjun,???,??,35254,UP10TION,South Korea,,0,0,Seoul,,,M,,,
,Bitto,Lee Changhyun,???,??,35301,UP10TION,South Korea,,0,0,Dongducheon,,,M,,,
,Wooshin,Kim Wooseok,???,??,35365,UP10TION,South Korea,,0,0,Daejeon,,X1,M,,,
,Sunyoul,Seon Yein,???,??,35375,UP10TION,South Korea,,0,0,Wando,,,M,,,
,Gyujin,Han Gyujin,???,??,35755,UP10TION,South Korea,,0,0,Icheon,,,M,,,
,Hwanhee,Lee Hwanhee,???,??,35921,UP10TION,South Korea,,0,0,Daejeon,,,M,,,
,Xiao,Lee Dongyeol,???,??,36142,UP10TION,South Korea,,0,0,Busan,,,M,,,
,Heejin,Song Heejin,???,??,34930,Good Day,South Korea,,0,0,Seoul,,,F,,,
,Green,Kim Jiwon,???,??,35612,RedSquare,South Korea,,0,0,Daegu,,Good Day,F,Vocalist,,
,Chaea,Kim Chaeyoung,???,??,35616,RedSquare,South Korea,,0,0,Gunsan,,Good Day,F,"Vocalist, Main Dancer",,
,Chaesol,Maeng Chaesol,???,??,35990,Cignature,South Korea,,0,0,Yeosu,,Good Day,F,,,
,Ari,Hwang Nayoon,???,??,36249,RedSquare,South Korea,,0,0,Seoul,,Good Day,F,Vocalist,,
,Jeewon,Kim Jiwon,???,??,36251,Cignature,South Korea,,0,0,Busan,,Good Day,F,,,
,Yeah,Kim Haeun,???,??,36442,,South Korea,,0,0,Gongju,,"Good Day, Cignature",F,,,
,Sunn,Hwang Jiwon,???,?,36563,,South Korea,,0,0,Jincheon,,"Good Day, Cignature",F,,,
,Bomin,Kim Bomin,???,??,37158,RedSquare,South Korea,,0,0,Gwangju,,Good Day,F,Dancer,,
,Belle,Jin Hyeonjoo,???,?,37198,Cignature,South Korea,,0,0,Goyang,,Good Day,F,,,
Profile,Jiyoung,Ahn Jiyoung,???,??,34956,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
Profile,Jiyoon,Woo Jiyoon,???,??,35070,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
,Kid,Kim Junhoe,???,??,34998,VARSITY,South Korea,,177,58,,,,M,,,
,Bullet,Jin Junwoo,???,??,35035,VARSITY,South Korea,,182,65,Seoul,,,M,,,
,Damon,Hu Boohan,???,???,35248,VARSITY,China,,181,0,,,,M,,,
,Xiweol,Kang Minseok,???,??,35359,VARSITY,South Korea,,174,0,,,,M,,,
,Xin,Wang Xinwi,???,?,35379,VARSITY,China,,185,0,,,,M,,,
,Jaebin,Deung Bin,??,??,35474,VARSITY,China,,168,0,Hunan,,,M,,,
,Dann,Jung Seungbo,???,?,35735,Kingdom,South Korea,,178,0,Ilsan,,VARSITY,M,,,
,Riho,Jin Seungwook,???,??,35855,VARSITY,South Korea,,178,59,Incheon,,,M,,,
,Anthony,Anthony Lo,??? ??,???,35866,VARSITY,China,USA,179,0,,,,M,,,
,Arthur,Jang Yunho,???,??,36631,Kingdom,South Korea,,176,57,,,VARSITY,M,,,
,Dawon,Cho Dawon,???,??,36658,VARSITY,South Korea,,183,69,,,,M,,,
,Manny,Syo Dongchun,???,??,37212,VARSITY,China,,170,64,,,,M,,,
Profile,Kangmin,Kim Kangmin,???,??,37208,TRCNG,South Korea,,169,0,,,,M,,,
Profile,Hohyeon,Lee Hohyeon,???,??,37178,TRCNG,South Korea,,177,0,,,,M,,,
Profile,Siwoo,Yoo Siwoo,???,??,37022,TRCNG,South Korea,,178,0,,,,M,,,
Profile,Hyunwoo,Kim Hyunwoo,???,??,36912,TRCNG,South Korea,,173,0,,,,M,,,
Profile,Jisung,Kim Jisung,???,??,36881,TRCNG,South Korea,,171,0,,,,M,,,
